URL,Category
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_ZSPF_Dec_15.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_ZSPF_Dec_12.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_ZSPF_Dec_1.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_Nov_27_2025.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_ZSPF_Nov_21.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/45478_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT__CORPORATE_ACTIONS_NOVEMBER_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_Okoh_Chuks_Emma_Nov17_2025.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSProvident_Sept25.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZS_Provident_Share__Sale.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZS_Provident_Share__Sale.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSProvident_Jun30.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_-_Chuks_Emma_Okoh.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/45378_ZENITH_BANK_PLC-_QUARTER_3_-_FINANCIAL_STATEMENT_FOR_2025_FINANCIAL_STATEMENTS_OCTOBER_2025.pdf,Financial Statement
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_Quantum_Sept_26_2025.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/45063_ZENITH_BANK_PLC-_NOTICES_OF_BOARD_MEETING_(BM)_-_NOTICE_BOARD_MEETING_(BM)_SEPTEMBER_2025.pdf,
https://doclib.ngxgroup.com/Listings-site/corporate-disclosure-site/Documents/ZENITH_BANK_PLC_BOARD_CHANGES_.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_Zenith_Staff_Provident_Fund_Sept_2025.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/44977_ZENITH_BANK_PLC-ZENITH_BANK_PLC_CORPORATE_ACTION_ANNOUNCEMENT_CORPORATE_ACTIONS_SEPTEMBER_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/44976_ZENITH_BANK_PLC-_QUARTER_2_-_FINANCIAL_STATEMENT_FOR_2025_FINANCIAL_STATEMENTS_SEPTEMBER_2025.pdf,Financial Statement
https://doclib.ngxgroup.com/Financial_NewsDocs/44882_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT__CORPORATE_ACTIONS_AUGUST_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/44611_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT__CORPORATE_ACTIONS_JULY_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/44401_ZENITH_BANK_PLC-_NOTICES_OF_BOARD_MEETING_(BM)_-_NOTICE_BOARD_MEETING_(BM)_JUNE_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_Zenith_Staff_Provident_Fund_30625_2.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_Zenith_Staff_Provident_Fund_30625.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_Quantum_Zenith_Securities_Sales.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_Zenith_Staff_Provident_Fund.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_QUANTUM_3.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_QUANTUM_3.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_QUANTUM_2.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_QUANTUM_1.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_GMD.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/44286_ZENITH_BANK_PLC-ZENITH_BANK_PLC_-_PRESS_RELEASE_CORPORATE_ACTIONS_JUNE_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/44032_ZENITH_BANK_PLC-ZENITH_BANK_PLC_-_34TH_ANNUAL_GENERAL_MEETING_RESOLUTIONS_CORPORATE_ACTIONS_APRIL_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/44036_ZENITH_BANK_PLC-_QUARTER_1_-_FINANCIAL_STATEMENT_FOR_2025_FINANCIAL_STATEMENTS_APRIL_2025.pdf,Financial Statement
https://doclib.ngxgroup.com/Financial_NewsDocs/43714_ZENITH_BANK_PLC-_NOTICES_OF_ANNUAL_GENERAL_MEETING_(AGM)_-__ANNUAL_GENERAL_MEETING_(AGM)_APRIL_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/43596_ZENITH_BANK_PLC-_NOTICES_OF_BOARD_MEETING_(BM)_-_NOTICE_BOARD_MEETING_(BM)_MARCH_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/43516_ZENITH_BANK_PLC-ZENITH_BANK_PLC_NCCG_REPORT_FOR_2024_FINANCIAL_YEAR_CORPORATE_ACTIONS_MARCH_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/43463_ZENITH_BANK_PLC-_QUARTER_5_-_FINANCIAL_STATEMENT_FOR_2024_FINANCIAL_STATEMENTS_MARCH_2025.pdf,Financial Statement
https://doclib.ngxgroup.com/Financial_NewsDocs/43438_ZENITH_BANK_PLC-ZENITH_BANK_PLC_-_CORPORATE_ACTION_CORPORATE_ACTIONS_MARCH_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/43230_ZENITH_BANK_PLC-ZENITH_BANK_PLC__ANNOUNCEMENT_CORPORATE_ACTIONS_FEBRUARY_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/43048_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT_CORPORATE_ACTIONS_JANUARY_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/42988_ZENITH_BANK_PLC-ZENITH_BANK_PLC_PUBLIC_OFFER_ANNOUNCEMENT_CORPORATE_ACTIONS_JANUARY_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/42989_ZENITH_BANK_PLC-ZENITH_BANK_PLC_RIGHT_ISSUE_ANNOUNCEMENT_CORPORATE_ACTIONS_JANUARY_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/42951_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT_CORPORATE_ACTIONS_JANUARY_2025.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/42795_ZENITH_BANK_PLC-_NOTICES_OF_BOARD_MEETING_(BM)_-_NOTICE_BOARD_MEETING_(BM)_DECEMBER_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Shares_Dealing_Insider_-_Dr_Adaora_Umeoji.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_QUANTUM_ZENITH_SECURITITES__1.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_QUANTUM_ZENITH_SECURITITES__2.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/42517_ZENITH_BANK_PLC-_QUARTER_3_-_FINANCIAL_STATEMENT_FOR_2024_FINANCIAL_STATEMENTS_OCTOBER_2024.pdf,Financial Statement
https://doclib.ngxgroup.com/Financial_NewsDocs/42353_ZENITH_BANK_PLC-ZENITH_BANK_PLC__ANNOUNCEMENT_OF_A_NEW_CHIEF_FINANCIAL_OFFICER__CORPORATE_ACTIONS_OCTOBER_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/42247_ZENITH_BANK_PLC-_NOTICES_OF_BOARD_MEETING_(BM)_-_NOTICE_BOARD_MEETING_(BM)_SEPTEMBER_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZENITH_STAFF_PROVIDENT_FUND_-_24092024_B.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZENITH_STAFF_PROVIDENT_FUND_-_24092024_A.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZENITH_STAFF_PROVIDENT_FUND_-_20092024_-_B.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_STAFF_PROVIDENT_FUND_-_20292024_A.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZENITH_STAFF_PROVIDENT_FUND_-_18092024_-_2.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZENITH_STAFF_PROVIDENT_FUND_-_18092024_-_1.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZENITH_STAFF_PROVIDENT_FUND_-_12092024_-3.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZENITH_STAFF_PROVIDENT_FUND_-_12092024_-2.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZENITH_STAFF_PROVIDENT_FUND_-_12092024_-1.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZENITH_STAFF_PROVIDENT_FUND_10092024_-_SALES_.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZENITH_STAFF_PROVIDENT_FUND_10092024_1.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZENITH_STAFF_PROVIDENT_FUND_10092024_2_.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/ZENITH_BANK_PLC_-_EXTENSION_OF_RIGHTS_ISSUES_AND_PUBLIC_OFFER.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_MR._CHUKS_EMMA_OKOH_-_1.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_MR._CHUKS_EMMA_OKOH_-_1.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_CHUKS_OKOH_-_05092024.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/42085_ZENITH_BANK_PLC-ZENITH_BANK_PLC__CORPORATE_ACTION_CORPORATE_ACTIONS_AUGUST_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/42084_ZENITH_BANK_PLC-_QUARTER_2_-_FINANCIAL_STATEMENT_FOR_2024_FINANCIAL_STATEMENTS_AUGUST_2024.pdf,Financial Statement
https://doclib.ngxgroup.com/Financial_NewsDocs/41736_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT_CORPORATE_ACTIONS_JULY_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/41668_ZENITH_BANK_PLC-_NOTICES_OF_BOARD_MEETING_(BM)_-_NOTICE_BOARD_MEETING_(BM)_JULY_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/41550_ZENITH_BANK_PLC-_NOTICES_OF_BOARD_MEETING_(BM)_-_NOTICE_BOARD_MEETING_(BM)_JUNE_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_SHARE_DEALINGS_BY_INSIDER_ZSPF_JUNE_28_2024.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_SHARE_DEALINGS_BY_INSIDER_ZSPF_JUNE_27_2024.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_SHARE_DEALINGS_BY_INSIDER_ZSPF_JUNE_21_2024.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_SHARE_DEALINGS_BY_INSIDER_ZSPF_JUNE_24_2024.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_SHARE_DEALINGS_BY_INSIDER_ZSPF_JUNE_14_2024.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_SHARE_DEALINGS_BY_INSIDER_ZSPF_JUNE_13_2024.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_SHARE_DEALINGS_BY_INSIDER_ZSPF_JUNE_13_2024.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_SHARE_DEALINGS_BY_INSIDER_ZSPF_JUNE_11_2024.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_SHARE_DEALINGS_BY_INSIDER_ZSPF_JUNE_10_2024.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_SHARE_DEALINGS_BY_INSIDER_ZSPF_JUNE_6_2024.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/41219_ZENITH_BANK_PLC-ZENITH_BANK_PLC_AGM_RESOLUTIONS_CORPORATE_ACTIONS_MAY_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/41207_ZENITH_BANK_PLC-ZENITH_BANK_PLC__BOARD_APPOINTMENTS_CORPORATE_ACTIONS_MAY_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/41183_ZENITH_BANK_PLC-_QUARTER_1_-_FINANCIAL_STATEMENT_FOR_2024_FINANCIAL_STATEMENTS_MAY_2024.pdf,Financial Statement
https://doclib.ngxgroup.com/Financial_NewsDocs/41062_ZENITH_BANK_PLC-ZENITH_BANK_PLC_COURT_ORDERED_MEETING_RESOLUTIONS_CORPORATE_ACTIONS_APRIL_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40951_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT__CORPORATE_ACTIONS_APRIL_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40893_ZENITH_BANK_PLC-_NOTICES_OF_ANNUAL_GENERAL_MEETING_(AGM)_-__ANNUAL_GENERAL_MEETING_(AGM)_APRIL_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40878_ZENITH_BANK_PLC-ZENITH_BANK_PLC__CORPORATE_ACTION_FINANCIAL_YEAR_2023_CORPORATE_ACTIONS_APRIL_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40877_ZENITH_BANK_PLC-_QUARTER_5_-_FINANCIAL_STATEMENT_FOR_2023_FINANCIAL_STATEMENTS_APRIL_2024.pdf,Financial Statement
https://doclib.ngxgroup.com/Financial_NewsDocs/40693_ZENITH_BANK_PLC-ZENITH_BANK_PLC_SUBMISSION_OF_AUDITED_FINANCIAL_STATEMENTS_CORPORATE_ACTIONS_MARCH_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40695_ZENITH_BANK_PLC-ZENITH_BANK_PLC_NCCG_REPORT_FOR_THE_YEAR_ENDED_DECEMBER_31_2023_CORPORATE_ACTIONS_MARCH_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40719_ZENITH_BANK_PLC-_NOTICES_OF_COURT_ORDER_MEETING_(COM)_-__COURT_ORDER_MEETING_(COM)_MARCH_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40676_ZENITH_BANK_PLC-_NOTICES_OF_BOARD_MEETING_(BM)_-_NOTICE_BOARD_MEETING_(BM)_MARCH_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40689_ZENITH_BANK_PLC-ZENITH_BANK_PLC_NOTIFICATION_OF_BOARD_MEETING_AND_CLOSED_PERIOD_CORPORATE_ACTIONS_MARCH_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40563_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT_CORPORATE_ACTIONS_MARCH_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40509_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT_CORPORATE_ACTIONS_MARCH_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40280_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT_CORPORATE_ACTIONS_JANUARY_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40069_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT_CORPORATE_ACTIONS_JANUARY_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/40021_ZENITH_BANK_PLC-_NOTICES_OF_BOARD_MEETING_(BM)_-_NOTICE_BOARD_MEETING_(BM)_JANUARY_2024.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_29_3_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_Mr._Chuks_Emma_Okoh_Dec_28_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_Mr._Chuks_Emma_Okoh_Dec_19_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_29_2_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_29_1_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/ZBPLC_Board_Meeting_and_Closed_Period.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/ZBPLC_-_Announcement_on_-_Retriement_of_Director.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_28_2_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_28_1_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_27_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_Quantum_Zenith_Securities_Dec_21_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_21_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_15_2_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_Quantum_Zenith_Securities_Dec_15_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_15_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_15_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_Mr_Henry_Oroh_Dec_14_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_14_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_Dec_13_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_Dr_Temitope_Fasoranti_Dec_6.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_Dr_Temitope_Fasoranti_Dec_5.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/39793_ZENITH_BANK_PLC-_QUARTER_3_-_FINANCIAL_STATEMENT_FOR_2023_FINANCIAL_STATEMENTS_OCTOBER_2023.pdf,Financial Statement
https://doclib.ngxgroup.com/Financial_NewsDocs/39490_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT_CORPORATE_ACTIONS_SEPTEMBER_2023.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_Quantum.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/39400_ZENITH_BANK_PLC-ZENITH_BANK_PLC_CORPORATE_ACTION_CORPORATE_ACTIONS_SEPTEMBER_2023.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/39399_ZENITH_BANK_PLC-_QUARTER_2_-_FINANCIAL_STATEMENT_FOR_2023_FINANCIAL_STATEMENTS_SEPTEMBER_2023.pdf,Financial Statement
https://doclib.ngxgroup.com/Financial_NewsDocs/39356_ZENITH_BANK_PLC-ZENITH_BANK_PLC_-_BOARD_APPOINTMENT_CORPORATE_ACTIONS_AUGUST_2023.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/39299_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT_CORPORATE_ACTIONS_AUGUST_2023.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/39105_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT_CORPORATE_ACTIONS_JULY_2023.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/39021_ZENITH_BANK_PLC-ZENITH_BANK_PLC_ANNOUNCEMENT_CORPORATE_ACTIONS_JULY_2023.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_ZSPF_June_30_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/38864_ZENITH_BANK_PLC-_NOTICES_OF_BOARD_MEETING_(BM)_-_NOTICE_BOARD_MEETING_(BM)_JUNE_2023.pdf,
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_JIM_OVIA_CFR_June_27_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_ZSPF_June_27_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_ZSPF_June_26_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealings_by_Insider_ZSPF_June_21_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealings_by_Insider_ZSPF_JUNE_20_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notificaiton_of_Dealings_by_Insider_ZSPF_JUNE_15.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insiders_ZSPF_June_6_2023.pdf,Director Dealings
https://doclib.ngxgroup.com/Financial_NewsDocs/198_ZBPLC_Notification_of_Share_Dealing_by_Insider_ZSPF_June_5_2023.pdf,Director Dealings
